latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-3.3444,105.443,330.6,1.3,1.1,2023-09-11,0311,Terra,MODIS,71,61.03,298.8,36.4,D,0
-3.3544,105.4416,337.2,1.3,1.1,2023-09-11,0311,Terra,MODIS,89,61.03,297.9,50.4,D,0
-3.3549,105.0185,318.2,1.2,1.1,2023-09-11,0311,Terra,MODIS,50,61.03,285.6,15.3,D,0
-3.1235,105.1072,311.2,1.2,1.1,2023-09-11,0311,Terra,MODIS,61,61.03,287.2,9.5,D,0
-3.1787,107.6662,313.3,1.9,1.3,2023-09-11,0311,Terra,MODIS,57,61.03,294,12.9,D,0
-3.3565,105.0294,328,1.2,1.1,2023-09-11,0311,Terra,MODIS,83,61.03,289.3,29.3,D,0
-3.4249,104.7025,327.3,1.2,1.1,2023-09-11,0311,Terra,MODIS,83,61.03,300.7,22.8,D,0
-3.6117,105.2357,322.9,1.3,1.1,2023-09-11,0311,Terra,MODIS,79,61.03,298.3,19.2,D,0
-3.8264,105.3812,336.2,1.3,1.1,2023-09-11,0311,Terra,MODIS,88,61.03,301.3,42.4,D,0
-3.8365,105.3797,326.8,1.3,1.1,2023-09-11,0311,Terra,MODIS,67,61.03,300.4,21.5,D,0
-3.8433,105.3552,325.4,1.3,1.1,2023-09-11,0311,Terra,MODIS,26,61.03,303,16.9,D,0
-3.8534,105.3538,323.3,1.3,1.1,2023-09-11,0311,Terra,MODIS,23,61.03,304,15.1,D,0
-3.9479,105.1534,316.9,1.3,1.1,2023-09-11,0311,Terra,MODIS,68,61.03,297.9,12.3,D,0
-6.5723,105.7221,313.4,1.5,1.2,2023-09-11,0312,Terra,MODIS,63,61.03,291.7,11.4,D,0
-6.9609,107.8016,314.4,2.2,1.5,2023-09-11,0312,Terra,MODIS,55,61.03,295.9,15.5,D,2
-3.5664,105.5916,314,3.8,1.8,2023-09-11,0730,Aqua,MODIS,61,61.03,292.8,46.3,D,0
-3.6084,105.2303,325.3,3.6,1.8,2023-09-11,0730,Aqua,MODIS,79,61.03,292.5,99.6,D,0
-3.609,105.2549,314.3,3.6,1.8,2023-09-11,0730,Aqua,MODIS,51,61.03,293.3,36.1,D,0
-3.6139,105.2233,325.6,3.6,1.8,2023-09-11,0730,Aqua,MODIS,79,61.03,293.5,101.8,D,0
-3.5843,104.9042,317.4,3.4,1.7,2023-09-11,0730,Aqua,MODIS,68,61.03,295.6,44.4,D,0
-3.3657,105.4366,322.2,3.8,1.8,2023-09-11,0730,Aqua,MODIS,74,61.03,294.7,83.6,D,0
-3.3709,105.4035,315.7,3.7,1.8,2023-09-11,0730,Aqua,MODIS,39,61.03,294.6,41.3,D,0
-3.1601,104.5109,324.4,3.2,1.7,2023-09-11,0730,Aqua,MODIS,63,61.03,298.4,75.7,D,0
-3.0557,105.2953,314.1,3.7,1.8,2023-09-11,0730,Aqua,MODIS,56,61.03,295.5,44.9,D,0
-3.1568,104.5318,314.1,3.2,1.7,2023-09-11,0730,Aqua,MODIS,56,61.03,296.1,22.6,D,0
-2.7732,105.6198,314.7,4,1.9,2023-09-11,0730,Aqua,MODIS,20,61.03,295.6,50.3,D,0
-2.7787,105.5849,315.6,3.9,1.8,2023-09-11,0730,Aqua,MODIS,42,61.03,295.5,58.4,D,0
5.2995,95.4605,321.5,1,1,2023-09-11,0733,Aqua,MODIS,70,61.03,292.7,12.3,D,0
-3.2142,105.2809,308.5,2.4,1.5,2023-09-11,1529,Terra,MODIS,75,61.03,291.3,26.6,N,0
-4.5524,104.8277,302.7,2.1,1.4,2023-09-11,1529,Terra,MODIS,51,61.03,292.4,10.6,N,0
-4.3165,104.9161,303.6,2.2,1.4,2023-09-11,1529,Terra,MODIS,56,61.03,292.3,13,N,0
-4.3168,104.9096,307.5,2.2,1.4,2023-09-11,1529,Terra,MODIS,72,61.03,292.4,20.5,N,0
-3.6307,104.6843,308,2.2,1.4,2023-09-11,1529,Terra,MODIS,73,61.03,291.8,20.2,N,0
-3.6336,104.6652,326.4,2.1,1.4,2023-09-11,1529,Terra,MODIS,100,61.03,292.9,70.3,N,0
-3.6305,104.6776,321,2.2,1.4,2023-09-11,1529,Terra,MODIS,100,61.03,292.6,52,N,0
-3.6332,104.6585,316.4,2.1,1.4,2023-09-11,1529,Terra,MODIS,93,61.03,292.4,38.4,N,0
-3.5165,104.6604,301.5,2.2,1.4,2023-09-11,1529,Terra,MODIS,40,61.03,290.9,9.5,N,0
-3.4335,104.8608,302.8,2.2,1.5,2023-09-11,1529,Terra,MODIS,51,61.03,291.1,13.7,N,0
-3.3567,105.0282,308.1,2.3,1.5,2023-09-11,1529,Terra,MODIS,74,61.03,291.7,24.3,N,0
-3.1567,104.5181,311.5,2.1,1.4,2023-09-11,1529,Terra,MODIS,83,61.03,292.4,27.8,N,0
-2.5565,102.0241,303.5,1.4,1.2,2023-09-11,1530,Terra,MODIS,56,61.03,290.1,9.3,N,0
-4.5984,104.9496,303,3.6,1.8,2023-09-11,1815,Aqua,MODIS,53,61.03,290.4,30.9,N,0
-4.5933,104.9457,301.4,3.6,1.8,2023-09-11,1815,Aqua,MODIS,41,61.03,290.5,25.3,N,0
-6.4406,107.502,326.3,1.4,1.2,2023-09-12,0633,Aqua,MODIS,77,61.03,305.3,18.7,D,0
-7.0462,106.7455,315.5,1.6,1.2,2023-09-12,0633,Aqua,MODIS,49,61.03,298.3,10.9,D,0
-6.6088,107.8397,327.2,1.3,1.1,2023-09-12,0633,Aqua,MODIS,78,61.03,303.9,19.4,D,0
-6.2995,107.2693,321.8,1.4,1.2,2023-09-12,0633,Aqua,MODIS,29,61.03,305.1,13.1,D,2
-6.3012,107.2568,321.6,1.4,1.2,2023-09-12,0633,Aqua,MODIS,51,61.03,302.7,14,D,2
-6.4011,106.5259,322.7,1.6,1.2,2023-09-12,0633,Aqua,MODIS,69,61.03,302.8,18.2,D,0
-5.3327,105.5292,319.4,1.8,1.3,2023-09-12,0633,Aqua,MODIS,68,61.03,301.8,14.7,D,0
-5.3264,105.5233,319.2,1.8,1.3,2023-09-12,0633,Aqua,MODIS,57,61.03,301.7,13.8,D,0
-4.4544,105.1634,313.5,1.9,1.3,2023-09-12,0633,Aqua,MODIS,64,61.03,277,24.6,D,0
-4.5479,104.4706,313.5,2.1,1.4,2023-09-12,0633,Aqua,MODIS,53,61.03,293.7,20.7,D,0
-4.548,104.4654,312.9,2.1,1.4,2023-09-12,0633,Aqua,MODIS,52,61.03,293.5,18.5,D,0
-4.312,104.0962,314.1,2.3,1.5,2023-09-12,0633,Aqua,MODIS,53,61.03,291.9,26.6,D,0
-3.4322,103.2107,315.7,2.6,1.5,2023-09-12,0634,Aqua,MODIS,72,61.03,295,31.9,D,0
-3.4355,103.1878,314.9,2.6,1.5,2023-09-12,0634,Aqua,MODIS,71,61.03,295.1,30.2,D,0
-2.2601,101.0475,310.2,3.7,1.8,2023-09-12,0634,Aqua,MODIS,52,61.03,290.2,29.3,D,0
-2.5417,105.0828,315.4,1.8,1.3,2023-09-12,0634,Aqua,MODIS,0,61.03,291.1,15.1,D,0
-3.8177,105.1344,331.9,1.8,1.3,2023-09-12,0634,Aqua,MODIS,86,61.03,296.2,59,D,0
-3.8087,105.1428,317.4,1.8,1.3,2023-09-12,0634,Aqua,MODIS,27,61.03,292.6,22.6,D,0
-3.811,105.1265,326.7,1.8,1.3,2023-09-12,0634,Aqua,MODIS,82,61.03,295.8,43.7,D,0
-3.2508,105.1111,308.6,1.8,1.3,2023-09-12,0634,Aqua,MODIS,42,61.03,286.5,13,D,0
-3.4412,103.1936,319.3,2.6,1.5,2023-09-12,0634,Aqua,MODIS,75,61.03,295.7,46,D,0
-3.1478,105.0914,304.2,2.9,1.6,2023-09-12,1432,Terra,MODIS,56,61.03,291.9,22.1,N,0
-4.521,104.9385,310.6,3.1,1.7,2023-09-12,1432,Terra,MODIS,80,61.03,292,47.2,N,0
-3.8591,105.3678,302.7,2.8,1.6,2023-09-12,1432,Terra,MODIS,51,61.03,291.5,20.1,N,0
-3.8519,105.3854,303.3,2.8,1.6,2023-09-12,1432,Terra,MODIS,54,61.03,291,22.2,N,0
-3.4383,104.86,302.2,3,1.7,2023-09-12,1432,Terra,MODIS,25,61.03,291,20.3,N,0
-3.217,105.2889,302.4,2.8,1.6,2023-09-12,1432,Terra,MODIS,27,61.03,287.7,15.4,N,0
-3.2127,105.2831,302.9,2.8,1.6,2023-09-12,1432,Terra,MODIS,52,61.03,287.8,18.1,N,0
-3.1986,105.2812,301.4,2.8,1.6,2023-09-12,1432,Terra,MODIS,40,61.03,287.8,14.4,N,0
-3.1505,104.5201,303.3,3.2,1.7,2023-09-12,1432,Terra,MODIS,30,61.03,292.1,26.8,N,0
-1.8624,105.9702,309.9,2.3,1.5,2023-09-12,1433,Terra,MODIS,79,61.03,292.1,26.7,N,0
-1.8647,105.9652,306.6,2.3,1.5,2023-09-12,1433,Terra,MODIS,69,61.03,292.1,19.3,N,0
5.6411,104.9754,319.1,2.1,1.4,2023-09-12,1435,Terra,MODIS,98,61.03,293.2,39.3,N,3
5.6535,104.9735,323.7,2.1,1.4,2023-09-12,1435,Terra,MODIS,100,61.03,293.1,52.5,N,3
-3.3463,105.0209,305.5,1,1,2023-09-12,1856,Aqua,MODIS,39,61.03,293.2,6.2,N,0
-3.1363,105.0889,315.9,1,1,2023-09-12,1856,Aqua,MODIS,92,61.03,294.6,13.9,N,0
-3.1377,105.0982,306.2,1.1,1,2023-09-12,1856,Aqua,MODIS,67,61.03,293.6,6.1,N,0
-3.2004,105.2836,307.9,1.1,1,2023-09-12,1856,Aqua,MODIS,23,61.03,294,7.2,N,0
-3.211,105.2918,307.1,1.1,1,2023-09-12,1856,Aqua,MODIS,35,61.03,294.2,6.5,N,0
-3.2124,105.3012,306.5,1.1,1,2023-09-12,1856,Aqua,MODIS,24,61.03,294.3,6.1,N,0
-3.154,104.7139,309.2,1,1,2023-09-12,1856,Aqua,MODIS,77,61.03,278.1,10.5,N,0
-3.1528,104.5201,316,1,1,2023-09-12,1856,Aqua,MODIS,92,61.03,296,13.6,N,0
-3.1542,104.5291,313.3,1,1,2023-09-12,1856,Aqua,MODIS,87,61.03,295.3,11.3,N,0
-3.3186,105.0125,353.2,1,1,2023-09-12,1856,Aqua,MODIS,100,61.03,297.7,72.8,N,0
-3.32,105.0217,328.4,1,1,2023-09-12,1856,Aqua,MODIS,100,61.03,295.8,26.9,N,0
-3.3399,105.0408,308.8,1,1,2023-09-12,1856,Aqua,MODIS,66,61.03,293.5,8.1,N,0
-3.3477,105.0302,313.4,1,1,2023-09-12,1856,Aqua,MODIS,87,61.03,295.3,11.9,N,0
-3.349,105.0395,310.3,1,1,2023-09-12,1856,Aqua,MODIS,46,61.03,295,9.1,N,0
-3.4147,104.8542,307.9,1,1,2023-09-12,1856,Aqua,MODIS,23,61.03,292.8,7,N,0
-3.416,104.8634,313,1,1,2023-09-12,1856,Aqua,MODIS,73,61.03,292.3,11,N,0
-3.4355,104.87,308.5,1,1,2023-09-12,1856,Aqua,MODIS,45,61.03,293.2,8,N,0
-3.8505,105.382,316.9,1.1,1,2023-09-12,1856,Aqua,MODIS,94,61.03,291.9,17.3,N,0
4.5721,103.4451,318.4,1.6,1.2,2023-09-13,0252,Terra,MODIS,37,61.03,297.8,14.8,D,2
-2.2546,106.2176,319.4,1,1,2023-09-13,0254,Terra,MODIS,0,61.03,300.9,8.2,D,0
-2.6043,107.8006,317.2,1.1,1,2023-09-13,0254,Terra,MODIS,67,61.03,298.1,7.7,D,0
-2.7806,108.0018,340.7,1.1,1,2023-09-13,0254,Terra,MODIS,90,61.03,301.4,41.2,D,0
-2.7819,108.0112,321.7,1.1,1,2023-09-13,0254,Terra,MODIS,72,61.03,300.4,13.4,D,0
-2.6115,106.706,317.9,1,1,2023-09-13,0254,Terra,MODIS,63,61.03,301.2,6.4,D,0
-3.0659,105.3947,314.8,1,1,2023-09-13,0254,Terra,MODIS,39,61.03,298.6,7.4,D,0
-3.1411,105.0894,333.5,1,1,2023-09-13,0254,Terra,MODIS,85,61.03,301.2,27.7,D,0
-3.2072,105.2882,317.7,1,1,2023-09-13,0254,Terra,MODIS,42,61.03,296.9,8.8,D,0
-3.177,104.8312,320.6,1.1,1,2023-09-13,0254,Terra,MODIS,50,61.03,298.7,9.6,D,0
-3.3251,105.0225,329.6,1,1,2023-09-13,0254,Terra,MODIS,65,61.03,300.5,18.4,D,0
-3.3461,105.0412,328.3,1,1,2023-09-13,0254,Terra,MODIS,48,61.03,302.6,16.9,D,0
-3.4147,104.6923,319.5,1.1,1,2023-09-13,0254,Terra,MODIS,58,61.03,299,8.3,D,0
-4.3048,104.9733,325.8,1,1,2023-09-13,0254,Terra,MODIS,74,61.03,301.6,13.5,D,0
-4.3061,104.9824,327,1,1,2023-09-13,0254,Terra,MODIS,79,61.03,301.3,14.8,D,0
-4.5289,105.8128,343.2,1,1,2023-09-13,0255,Terra,MODIS,91,61.03,295,41.9,D,0
-4.3295,104.2087,331.6,1.1,1,2023-09-13,0255,Terra,MODIS,84,61.03,298.9,26.1,D,0
-6.0962,105.4237,318.2,1,1,2023-09-13,0255,Terra,MODIS,63,61.03,304.9,11.3,D,3
-6.0975,105.4325,316.6,1,1,2023-09-13,0255,Terra,MODIS,58,61.03,303.2,9.7,D,3
-6.1051,105.4224,317.4,1,1,2023-09-13,0255,Terra,MODIS,64,61.03,302.8,10.5,D,3
-6.1064,105.4312,314.7,1,1,2023-09-13,0255,Terra,MODIS,49,61.03,301.4,8.1,D,3
-6.4973,107.5747,324.2,1.1,1,2023-09-13,0255,Terra,MODIS,61,61.03,304,12.7,D,0
-6.9005,107.5523,322.5,1.1,1.1,2023-09-13,0255,Terra,MODIS,24,61.03,305.7,5.9,D,2
-6.9098,107.5511,324.1,1.1,1.1,2023-09-13,0255,Terra,MODIS,35,61.03,305.8,8.5,D,2
-6.9311,107.7003,320.8,1.1,1.1,2023-09-13,0255,Terra,MODIS,58,61.03,303.7,6.7,D,2
-6.9595,107.7933,319.3,1.1,1.1,2023-09-13,0255,Terra,MODIS,17,61.03,305.8,9.1,D,2
-6.9609,107.8035,320.3,1.1,1.1,2023-09-13,0255,Terra,MODIS,45,61.03,303.9,10.2,D,2
-6.6592,105.6136,326.4,1,1,2023-09-13,0255,Terra,MODIS,80,61.03,301.5,17.4,D,0
-6.8612,107.0218,317,1.1,1,2023-09-13,0255,Terra,MODIS,53,61.03,304.3,7,D,0
-6.7103,105.7782,324.1,1,1,2023-09-13,0255,Terra,MODIS,77,61.03,302.5,14.3,D,0
-6.7116,105.7871,315.3,1,1,2023-09-13,0255,Terra,MODIS,61,61.03,302.3,5.8,D,0
-6.7292,105.7213,312.3,1,1,2023-09-13,0255,Terra,MODIS,44,61.03,299.4,4.3,D,0
-7.0967,107.5621,323,2.4,1.5,2023-09-13,0714,Aqua,MODIS,63,61.03,307.2,41.5,D,2
-6.9251,106.7576,322.2,2.1,1.4,2023-09-13,0714,Aqua,MODIS,55,61.03,307.2,24,D,0
-3.4496,104.6921,317.6,1.7,1.3,2023-09-13,0715,Aqua,MODIS,40,61.03,294.3,14.3,D,0
-2.8309,106.5234,317.5,2.4,1.5,2023-09-13,0715,Aqua,MODIS,33,61.03,297.4,25.4,D,0
-3.1165,104.6929,324.3,1.7,1.3,2023-09-13,0715,Aqua,MODIS,74,61.03,301,26.9,D,0
-3.0766,105.0247,337.5,1.8,1.3,2023-09-13,0715,Aqua,MODIS,82,61.03,295.1,71.9,D,0
-3.0883,105.0265,326.9,1.8,1.3,2023-09-13,0715,Aqua,MODIS,67,61.03,295.1,37.4,D,0
-3.1608,104.7066,327.9,1.7,1.3,2023-09-13,0715,Aqua,MODIS,67,61.03,297.4,29.5,D,0
-3.1699,104.7233,324.6,1.7,1.3,2023-09-13,0715,Aqua,MODIS,58,61.03,300.8,22,D,0
-3.2009,105.2806,329.9,1.9,1.3,2023-09-13,0715,Aqua,MODIS,81,61.03,298.2,48.6,D,0
-3.2128,105.2824,332,1.9,1.3,2023-09-13,0715,Aqua,MODIS,83,61.03,299.1,55.4,D,0
-3.2247,105.2842,328.7,1.9,1.3,2023-09-13,0715,Aqua,MODIS,68,61.03,299.8,43.7,D,0
-3.2618,105.3309,327.3,1.9,1.3,2023-09-13,0715,Aqua,MODIS,64,61.03,300.9,37.6,D,0
-3.3223,105.0097,336.7,1.8,1.3,2023-09-13,0715,Aqua,MODIS,87,61.03,302.1,64.9,D,0
-3.2737,105.3327,322,1.9,1.3,2023-09-13,0715,Aqua,MODIS,51,61.03,299.1,23.6,D,0
-3.3549,105.0307,324.6,1.8,1.3,2023-09-13,0715,Aqua,MODIS,49,61.03,299.5,28.3,D,0
-3.7566,102.8439,328,1.2,1.1,2023-09-13,0715,Aqua,MODIS,79,61.03,300.1,23.6,D,0
-3.3782,105.4053,323.1,1.9,1.3,2023-09-13,0715,Aqua,MODIS,43,61.03,301.5,26.8,D,0
-3.7082,105.1254,318.1,1.8,1.3,2023-09-13,0715,Aqua,MODIS,49,61.03,295.5,14.2,D,0
-3.7148,105.1319,326,1.8,1.3,2023-09-13,0715,Aqua,MODIS,77,61.03,300.8,31.6,D,0
-4.3143,104.202,325.1,1.5,1.2,2023-09-13,0715,Aqua,MODIS,70,61.03,300.4,24.3,D,0
-4.3183,104.2093,339.2,1.5,1.2,2023-09-13,0715,Aqua,MODIS,88,61.03,300,57.8,D,0
-4.331,104.1977,349.5,1.5,1.2,2023-09-13,0715,Aqua,MODIS,94,61.03,301.1,90.5,D,0
-4.4379,105.1591,320.8,1.7,1.3,2023-09-13,0715,Aqua,MODIS,43,61.03,301.6,15.4,D,0
-4.504,105.3095,325.1,1.8,1.3,2023-09-13,0715,Aqua,MODIS,48,61.03,303.8,19.5,D,0
-0.1003,101.0011,316.4,1.1,1,2023-09-13,0716,Aqua,MODIS,53,61.03,297.8,9.3,D,0
-0.8793,101.6776,324.7,1.2,1.1,2023-09-13,0716,Aqua,MODIS,77,61.03,299.4,14.7,D,0
-0.8778,101.6879,326.4,1.2,1.1,2023-09-13,0716,Aqua,MODIS,78,61.03,300.8,17.1,D,0
-0.8934,101.9391,318.4,1.2,1.1,2023-09-13,0716,Aqua,MODIS,58,61.03,297.1,8.4,D,0
-2.1417,100.8377,317.4,1,1,2023-09-13,0716,Aqua,MODIS,51,61.03,299.6,7.5,D,0
-2.2555,101.0125,343,1.1,1,2023-09-13,0716,Aqua,MODIS,91,61.03,303.7,42.3,D,0
-2.2541,101.0218,321.4,1.1,1,2023-09-13,0716,Aqua,MODIS,67,61.03,302.2,10.5,D,0
-2.122,102.2003,317.2,1.2,1.1,2023-09-13,0716,Aqua,MODIS,34,61.03,296.2,9,D,0
-2.3318,100.9249,320.6,1,1,2023-09-13,0716,Aqua,MODIS,63,61.03,300.3,8.3,D,0
-2.1573,102.1787,322.9,1.2,1.1,2023-09-13,0716,Aqua,MODIS,70,61.03,296.3,15.8,D,0
-2.2473,102.5387,319,1.2,1.1,2023-09-13,0716,Aqua,MODIS,53,61.03,301.4,9.9,D,0
-2.5168,103.2669,314.9,1.4,1.2,2023-09-13,0716,Aqua,MODIS,18,61.03,295.2,7.7,D,0
-2.6643,102.4194,318.1,1.2,1.1,2023-09-13,0716,Aqua,MODIS,67,61.03,297.6,12.5,D,0
-2.9826,103.3064,330.1,1.4,1.2,2023-09-13,0716,Aqua,MODIS,82,61.03,298.5,30.8,D,0
-3.1788,102.0609,321.5,1.1,1.1,2023-09-13,0716,Aqua,MODIS,68,61.03,294.9,15.2,D,0
0.1732,100.6064,332.3,1.1,1,2023-09-13,0716,Aqua,MODIS,85,61.03,298.8,24.9,D,0
0.1746,100.6158,332.6,1.1,1,2023-09-13,0716,Aqua,MODIS,85,61.03,298.4,25.4,D,0
-0.0988,101.0108,315.9,1.1,1,2023-09-13,0716,Aqua,MODIS,55,61.03,297.1,8.6,D,0
-2.2409,101.0485,317.4,1.1,1,2023-09-13,0716,Aqua,MODIS,31,61.03,299.5,6.9,D,0
1.2651,101.5214,329.2,1.2,1.1,2023-09-13,0717,Aqua,MODIS,57,61.03,289.5,28.1,D,0
0.8194,100.2987,315.4,1,1,2023-09-13,0717,Aqua,MODIS,62,61.03,298.5,5.1,D,0
3.3965,98.1721,314.8,1,1,2023-09-13,0717,Aqua,MODIS,49,61.03,297.7,5.6,D,0
0.7343,100.0945,326.1,1,1,2023-09-13,0717,Aqua,MODIS,79,61.03,299.4,18.1,D,0
3.5345,98.813,322,1,1,2023-09-13,0717,Aqua,MODIS,42,61.03,301.2,8.9,D,2
2.9457,97.9867,319.4,1,1,2023-09-13,0717,Aqua,MODIS,71,61.03,297.1,11.5,D,0
2.5983,99.4727,317.8,1,1,2023-09-13,0717,Aqua,MODIS,68,61.03,299.3,8.6,D,0
4.5739,103.4314,322,1.8,1.3,2023-09-13,0718,Aqua,MODIS,61,61.03,297.9,25.3,D,2
4.5721,103.4409,326.1,1.8,1.3,2023-09-13,0718,Aqua,MODIS,23,61.03,298.5,31.7,D,2
5.1288,95.408,311.5,1.2,1.1,2023-09-13,0718,Aqua,MODIS,37,61.03,295.6,6.8,D,0
4.8506,97.7797,321.5,1,1,2023-09-13,0718,Aqua,MODIS,75,61.03,299.9,10.5,D,0
5.1696,96.9277,314.4,1,1,2023-09-13,0718,Aqua,MODIS,65,61.03,290.9,5.5,D,0
4.5761,103.4475,321.4,1.8,1.3,2023-09-13,0718,Aqua,MODIS,41,61.03,298,23,D,2
-3.2035,105.2868,305.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,45,61.03,294.1,6.1,N,0
-4.5668,104.4037,306.5,1.1,1,2023-09-13,1513,Terra,MODIS,68,61.03,293.4,5.9,N,0
-4.4938,104.5337,307.1,1.1,1,2023-09-13,1513,Terra,MODIS,70,61.03,293.4,6.6,N,0
-4.2814,105.1772,307.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,70,61.03,293.9,7.4,N,0
-4.2691,104.8891,307.6,1.1,1.1,2023-09-13,1513,Terra,MODIS,72,61.03,294.2,7.4,N,0
-4.2705,104.8791,324.4,1.1,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,294.7,24.7,N,0
-4.3385,104.1983,306.3,1.1,1,2023-09-13,1513,Terra,MODIS,15,61.03,293.8,4.7,N,0
-4.3294,104.197,307.3,1.1,1,2023-09-13,1513,Terra,MODIS,51,61.03,294,5.5,N,0
-4.242,104.7431,309.4,1.1,1.1,2023-09-13,1513,Terra,MODIS,77,61.03,293.8,8.2,N,0
-4.2434,104.7333,307,1.1,1.1,2023-09-13,1513,Terra,MODIS,70,61.03,293.8,6.3,N,0
-3.7277,103.6341,305,1,1,2023-09-13,1513,Terra,MODIS,62,61.03,294.3,3.8,N,0
-3.5251,104.8761,303.2,1.1,1.1,2023-09-13,1513,Terra,MODIS,53,61.03,292.9,5.2,N,0
-3.4344,104.8669,313.9,1.1,1.1,2023-09-13,1513,Terra,MODIS,88,61.03,294.9,13.7,N,0
-3.4358,104.8567,306.3,1.1,1.1,2023-09-13,1513,Terra,MODIS,62,61.03,293.8,6.9,N,0
-3.4154,104.8641,306.9,1.1,1.1,2023-09-13,1513,Terra,MODIS,69,61.03,293.1,7.2,N,0
-3.3521,105.0334,309.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,76,61.03,295.1,9.6,N,0
-3.3536,105.023,310.9,1.2,1.1,2023-09-13,1513,Terra,MODIS,81,61.03,295.5,11.1,N,0
-3.3345,105.0202,313.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,74,61.03,295.5,11.8,N,0
-3.3299,105.0244,324.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,296,27.4,N,0
-3.3314,105.014,326.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,296.4,28.5,N,0
-3.3203,105.023,311,1.2,1.1,2023-09-13,1513,Terra,MODIS,81,61.03,294.6,11.5,N,0
-3.3218,105.0126,337.7,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,298.7,48,N,0
-3.3233,105.0022,313,1.2,1.1,2023-09-13,1513,Terra,MODIS,86,61.03,295.6,12.5,N,0
-3.2671,105.3291,313.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,86,61.03,294.8,13.8,N,0
-3.3122,105.0112,334.3,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,296.9,41.8,N,0
-3.3137,105.0008,335.4,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,298.1,43.9,N,0
-3.3151,104.9905,304.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,60,61.03,294.7,6.1,N,0
-3.3041,104.9995,312.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,85,61.03,293.9,12.8,N,0
-3.223,105.2896,311.7,1.2,1.1,2023-09-13,1513,Terra,MODIS,83,61.03,295,11.6,N,0
-3.2477,105.1192,310.6,1.2,1.1,2023-09-13,1513,Terra,MODIS,80,61.03,294.5,10.8,N,0
-3.2492,105.1087,304.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,37,61.03,294,5.3,N,0
-3.205,105.276,313.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,86,61.03,294.8,12.9,N,0
-3.2019,105.2802,313.3,1.2,1.1,2023-09-13,1513,Terra,MODIS,86,61.03,294.6,13.5,N,0
-3.1502,105.088,306.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,66,61.03,294.4,6.8,N,0
-3.1518,105.0775,308.2,1.2,1.1,2023-09-13,1513,Terra,MODIS,73,61.03,294.2,8.5,N,0
-3.1406,105.0865,314.4,1.2,1.1,2023-09-13,1513,Terra,MODIS,89,61.03,294.8,13.8,N,0
-3.1697,104.7175,319.6,1.1,1.1,2023-09-13,1513,Terra,MODIS,99,61.03,293.2,18.6,N,0
-3.1712,104.7074,325.8,1.1,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,294.3,26.4,N,0
-3.1726,104.6974,309.4,1.1,1.1,2023-09-13,1513,Terra,MODIS,77,61.03,294,8.9,N,0
-3.1077,105.0866,334.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,297.2,42.6,N,0
-3.1092,105.0761,319.7,1.2,1.1,2023-09-13,1513,Terra,MODIS,99,61.03,295.4,20.6,N,0
-3.1589,104.7262,308.4,1.1,1.1,2023-09-13,1513,Terra,MODIS,74,61.03,293.2,9,N,0
-3.1603,104.7161,305.4,1.1,1.1,2023-09-13,1513,Terra,MODIS,51,61.03,293.2,6,N,0
-3.1617,104.706,314.2,1.1,1.1,2023-09-13,1513,Terra,MODIS,80,61.03,293.6,12.6,N,0
-3.1632,104.696,323.7,1.1,1.1,2023-09-13,1513,Terra,MODIS,100,61.03,294.6,23.5,N,0
-3.098,105.0852,308.8,1.2,1.1,2023-09-13,1513,Terra,MODIS,75,61.03,293.3,10.2,N,0
-3.0995,105.0747,312.1,1.2,1.1,2023-09-13,1513,Terra,MODIS,84,61.03,294.2,13.3,N,0
-3.1348,104.6919,305.8,1.1,1.1,2023-09-13,1513,Terra,MODIS,64,61.03,293.1,6.3,N,0
-3.1363,104.6819,309.2,1.1,1.1,2023-09-13,1513,Terra,MODIS,76,61.03,293.4,9,N,0
-3.0553,104.4713,307.5,1.1,1.1,2023-09-13,1513,Terra,MODIS,71,61.03,293.4,7.4,N,0
-3.0567,104.4615,306.7,1.1,1.1,2023-09-13,1513,Terra,MODIS,68,61.03,293.4,6.9,N,0
-3.0747,103.6283,305.3,1,1,2023-09-13,1513,Terra,MODIS,64,61.03,292.7,4.7,N,0
-2.6418,106.266,304.2,1.4,1.2,2023-09-13,1513,Terra,MODIS,58,61.03,291.7,8.4,N,0
